file_name,package,minor,major,total,ownership,num_of_bugs
FieldsConsumer.java,org.apache.lucene.codecs,0,2,3,0.5,0
CompressingStoredFieldsWriter.java,org.apache.lucene.codecs.compressing,1,2,4,0.6666666666666666,0
NormValuesWriter.java,org.apache.lucene.index,0,0,1,1.0,0
FilterScorer.java,org.apache.lucene.search,0,0,1,1.0,0
SortedSetDocValuesField.java,org.apache.lucene.document,0,0,1,1.0,0
CachingWrapperFilter.java,org.apache.lucene.search,0,2,3,0.6923076923076923,0
Terms.java,org.apache.lucene.index,0,3,4,0.42857142857142855,0
FlushByRamOrCountsPolicy.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
FSTEnum.java,org.apache.lucene.util.fst,0,0,1,1.0,0
FieldInfos.java,org.apache.lucene.index,0,1,2,0.7272727272727273,0
QueryWrapperFilter.java,org.apache.lucene.search,0,2,3,0.3333333333333333,3
Lucene50FieldInfosFormat.java,org.apache.lucene.codecs.lucene50,0,1,2,0.6363636363636364,1
EliasFanoEncoder.java,org.apache.lucene.util.packed,0,1,2,0.5,0
LockObtainFailedException.java,org.apache.lucene.store,0,0,1,1.0,2
ByteBufferIndexInput.java,org.apache.lucene.store,0,3,4,0.42857142857142855,4
SegmentDocValues.java,org.apache.lucene.index,0,2,3,0.6,0
BooleanScorer.java,org.apache.lucene.search,0,2,3,0.6666666666666666,0
DocumentsWriterPerThreadPool.java,org.apache.lucene.index,0,0,1,1.0,6
PrefixQuery.java,org.apache.lucene.search,0,0,1,1.0,0
ExactPhraseScorer.java,org.apache.lucene.search,0,0,1,1.0,1
RAMInputStream.java,org.apache.lucene.store,0,1,2,0.5,2
PackedWriter.java,org.apache.lucene.util.packed,0,0,1,1.0,0
ConstantScoreQuery.java,org.apache.lucene.search,0,2,3,0.5,7
SlowCodecReaderWrapper.java,org.apache.lucene.index,0,0,1,1.0,0
Packed16ThreeBlocks.java,org.apache.lucene.util.packed,0,0,1,1.0,0
SegmentInfos.java,org.apache.lucene.index,1,1,3,0.6190476190476191,17
CompressionMode.java,org.apache.lucene.codecs.compressing,0,1,2,0.8333333333333334,0
AttributeImpl.java,org.apache.lucene.util,0,1,2,0.6666666666666666,0
SortRescorer.java,org.apache.lucene.search,0,2,3,0.6,2
LongsRef.java,org.apache.lucene.util,0,0,1,1.0,0
Accountables.java,org.apache.lucene.util,0,2,3,0.4,0
PairOutputs.java,org.apache.lucene.util.fst,0,2,3,0.7142857142857143,0
IndexFormatTooOldException.java,org.apache.lucene.index,0,1,2,0.5,0
Explanation.java,org.apache.lucene.search,0,0,1,1.0,6
IndexUpgrader.java,org.apache.lucene.index,0,3,4,0.2857142857142857,3
MultiDocsEnum.java,org.apache.lucene.index,0,0,1,1.0,0
RunAutomaton.java,org.apache.lucene.util.automaton,0,1,2,0.8571428571428571,0
Direct32.java,org.apache.lucene.util.packed,0,1,2,0.5,0
DataInput.java,org.apache.lucene.store,0,2,3,0.5,0
IndexReaderContext.java,org.apache.lucene.index,0,0,1,1.0,0
TermToBytesRefAttribute.java,org.apache.lucene.analysis.tokenattributes,0,0,1,1.0,0
DisjunctionSumScorer.java,org.apache.lucene.search,0,0,1,1.0,0
IndexInput.java,org.apache.lucene.store,0,0,1,1.0,2
CoalescedUpdates.java,org.apache.lucene.index,0,2,3,0.5,0
BufferedIndexInput.java,org.apache.lucene.store,0,1,2,0.75,0
RateLimiter.java,org.apache.lucene.store,0,1,2,0.8,0
RAMOutputStream.java,org.apache.lucene.store,0,3,4,0.5833333333333334,0
MutableValueDouble.java,org.apache.lucene.util.mutable,0,0,1,1.0,0
CorruptIndexException.java,org.apache.lucene.index,0,3,4,0.25,0
LockReleaseFailedException.java,org.apache.lucene.store,0,1,2,0.5,0
TimeLimitingCollector.java,org.apache.lucene.search,0,2,3,0.3333333333333333,4
RAMDirectory.java,org.apache.lucene.store,0,5,6,0.46153846153846156,1
LRUFilterCache.java,org.apache.lucene.search,0,1,2,0.8571428571428571,0
FST.java,org.apache.lucene.util.fst,0,3,4,0.35714285714285715,0
PrefixCodedTerms.java,org.apache.lucene.index,0,2,3,0.5,0
SortedDocValuesField.java,org.apache.lucene.document,0,0,1,1.0,0
NativeFSLockFactory.java,org.apache.lucene.store,0,4,5,0.4444444444444444,4
CollectionTerminatedException.java,org.apache.lucene.search,0,0,1,1.0,0
SegmentMerger.java,org.apache.lucene.index,0,3,4,0.625,0
SegmentDocValuesProducer.java,org.apache.lucene.index,0,2,3,0.625,0
SortedSetDocValuesTermsEnum.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
ForUtil.java,org.apache.lucene.codecs.lucene50,0,0,1,1.0,0
EliasFanoDocIdSet.java,org.apache.lucene.util.packed,0,0,1,1.0,0
SloppyPhraseScorer.java,org.apache.lucene.search,0,2,3,0.4,1
CompressingStoredFieldsIndexWriter.java,org.apache.lucene.codecs.compressing,0,1,2,0.5,1
MultiTermQueryWrapperFilter.java,org.apache.lucene.search,0,3,4,0.3333333333333333,2
PostingsWriterBase.java,org.apache.lucene.codecs,0,0,1,1.0,0
CompressingStoredFieldsIndexReader.java,org.apache.lucene.codecs.compressing,0,1,2,0.5714285714285714,0
CompressingStoredFieldsReader.java,org.apache.lucene.codecs.compressing,1,1,3,0.6818181818181818,0
FloatField.java,org.apache.lucene.document,0,2,3,0.6,0
Similarity.java,org.apache.lucene.search.similarities,0,1,2,0.5,3
FilteredTermsEnum.java,org.apache.lucene.index,0,0,1,1.0,0
Lucene50SkipWriter.java,org.apache.lucene.codecs.lucene50,0,1,2,0.5,0
FilterDirectoryReader.java,org.apache.lucene.index,0,2,3,0.5,5
CachingTokenFilter.java,org.apache.lucene.analysis,0,1,2,0.6666666666666666,1
SegmentInfo.java,org.apache.lucene.index,0,3,4,0.5,4
DocTermOrdsRewriteMethod.java,org.apache.lucene.search,0,2,3,0.5,1
FilteredQuery.java,org.apache.lucene.search,0,2,3,0.5,7
RateLimitedIndexOutput.java,org.apache.lucene.store,0,2,3,0.6666666666666666,0
SortedIntSet.java,org.apache.lucene.util.automaton,0,1,2,0.6666666666666666,0
BitDocIdSet.java,org.apache.lucene.util,0,0,1,1.0,0
NRTCachingDirectory.java,org.apache.lucene.store,0,5,6,0.47058823529411764,0
PagedGrowableWriter.java,org.apache.lucene.util.packed,0,0,1,1.0,0
LeafCollector.java,org.apache.lucene.search,0,1,2,0.6,0
SortedSetSortField.java,org.apache.lucene.search,0,1,2,0.5,1
LongField.java,org.apache.lucene.document,0,2,3,0.6,1
LockFactory.java,org.apache.lucene.store,0,0,1,1.0,2
Lucene50CompoundFormat.java,org.apache.lucene.codecs.lucene50,0,1,2,0.8888888888888888,0
SingletonSortedSetDocValues.java,org.apache.lucene.index,0,0,1,1.0,0
QueryTimeoutImpl.java,org.apache.lucene.index,0,0,1,1.0,0
AbstractPagedMutable.java,org.apache.lucene.util.packed,0,1,2,0.6666666666666666,0
NoMergeScheduler.java,org.apache.lucene.index,0,1,2,0.5,0
FieldInvertState.java,org.apache.lucene.index,0,1,2,0.75,0
BooleanTopLevelScorers.java,org.apache.lucene.search,0,0,1,1.0,0
StoredDocument.java,org.apache.lucene.index,0,0,1,1.0,0
BlockPackedReaderIterator.java,org.apache.lucene.util.packed,0,0,1,1.0,0
LiveIndexWriterConfig.java,org.apache.lucene.index,0,3,4,0.4444444444444444,3
FrozenBufferedUpdates.java,org.apache.lucene.index,0,3,4,0.4,0
Document.java,org.apache.lucene.document,0,1,2,0.8333333333333334,0
UsageTrackingFilterCachingPolicy.java,org.apache.lucene.search,0,0,1,1.0,0
BlockTreeTermsWriter.java,org.apache.lucene.codecs.blocktree,0,3,4,0.6666666666666666,1
NumericDocValuesFieldUpdates.java,org.apache.lucene.index,0,1,2,0.8,0
FieldComparator.java,org.apache.lucene.search,0,3,4,0.5384615384615384,0
DocValuesFieldUpdates.java,org.apache.lucene.index,0,1,2,0.75,0
DoubleField.java,org.apache.lucene.document,0,2,3,0.6,0
SimilarityBase.java,org.apache.lucene.search.similarities,0,1,2,0.5,2
MultiTerms.java,org.apache.lucene.index,0,2,3,0.3333333333333333,0
PerFieldDocValuesFormat.java,org.apache.lucene.codecs.perfield,0,2,3,0.7,0
DocValuesFormat.java,org.apache.lucene.codecs,0,0,1,1.0,2
PayloadAttribute.java,org.apache.lucene.analysis.tokenattributes,0,0,1,1.0,0
DocumentsWriterDeleteQueue.java,org.apache.lucene.index,0,2,3,0.5,0
TermRangeQuery.java,org.apache.lucene.search,0,0,1,1.0,0
OutputStreamIndexOutput.java,org.apache.lucene.store,0,1,2,0.6666666666666666,0
FixedBitSet.java,org.apache.lucene.util,0,2,3,0.6428571428571429,4
IntersectTermsEnum.java,org.apache.lucene.codecs.blocktree,0,1,2,0.8571428571428571,0
Lock.java,org.apache.lucene.store,0,1,2,0.6666666666666666,2
ReqExclScorer.java,org.apache.lucene.search,0,0,1,1.0,0
FSLockFactory.java,org.apache.lucene.store,0,2,3,0.3333333333333333,2
SentinelIntSet.java,org.apache.lucene.util,0,1,2,0.5,1
Lucene50NormsConsumer.java,org.apache.lucene.codecs.lucene50,0,2,3,0.6666666666666666,0
CodecReader.java,org.apache.lucene.index,0,0,1,1.0,0
SimpleCollector.java,org.apache.lucene.search,0,1,2,0.6666666666666666,0
BytesRefHash.java,org.apache.lucene.util,0,1,2,0.75,0
MapOfSets.java,org.apache.lucene.util,0,0,1,1.0,0
MergeScheduler.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
BlockPackedWriter.java,org.apache.lucene.util.packed,0,1,2,0.5,0
IndexCommit.java,org.apache.lucene.index,0,0,1,1.0,0
MutableValueStr.java,org.apache.lucene.util.mutable,0,1,2,0.5,0
FieldMaskingSpanQuery.java,org.apache.lucene.search.spans,0,0,1,1.0,3
ByteArrayDataInput.java,org.apache.lucene.store,0,0,1,1.0,0
Lucene50Codec.java,org.apache.lucene.codecs.lucene50,0,0,1,1.0,0
TFIDFSimilarity.java,org.apache.lucene.search.similarities,0,2,3,0.5,3
BytesRefBuilder.java,org.apache.lucene.util,0,0,1,1.0,0
AutomatonTermsEnum.java,org.apache.lucene.index,0,3,4,0.5714285714285714,0
FloatDocValuesField.java,org.apache.lucene.document,0,1,2,0.5,0
SortedNumericSelector.java,org.apache.lucene.search,0,0,1,1.0,0
FilterCachingPolicy.java,org.apache.lucene.search,0,0,1,1.0,0
TokenStreamToAutomaton.java,org.apache.lucene.analysis,0,1,2,0.75,0
Lucene50LiveDocsFormat.java,org.apache.lucene.codecs.lucene50,0,0,1,1.0,1
BaseDirectory.java,org.apache.lucene.store,0,0,1,1.0,2
BytesStore.java,org.apache.lucene.util.fst,0,2,3,0.6666666666666666,0
NotDocIdSet.java,org.apache.lucene.util,0,0,1,1.0,0
AbstractBlockPackedWriter.java,org.apache.lucene.util.packed,0,0,1,1.0,0
TermsHash.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
MergeState.java,org.apache.lucene.index,0,3,4,0.6,0
BM25Similarity.java,org.apache.lucene.search.similarities,0,0,1,1.0,4
FilteredDocIdSet.java,org.apache.lucene.search,0,1,2,0.6,1
FilteredDocIdSetIterator.java,org.apache.lucene.search,0,0,1,1.0,0
BitSetIterator.java,org.apache.lucene.util,0,0,1,1.0,0
BulkOperationPacked.java,org.apache.lucene.util.packed,0,0,1,1.0,0
QueryTimeout.java,org.apache.lucene.index,0,0,1,1.0,0
FrequencyTrackingRingBuffer.java,org.apache.lucene.util,0,0,1,1.0,0
LeafFieldComparator.java,org.apache.lucene.search,0,0,1,1.0,0
DocumentStoredFieldVisitor.java,org.apache.lucene.document,0,1,2,0.5,0
SortedDocValues.java,org.apache.lucene.index,0,0,1,1.0,0
Stats.java,org.apache.lucene.codecs.blocktree,0,2,3,0.5,0
SingletonSortedNumericDocValues.java,org.apache.lucene.index,0,0,1,1.0,0
BinaryDocValues.java,org.apache.lucene.index,0,0,1,1.0,0
IndexableField.java,org.apache.lucene.index,0,2,3,0.6,0
TooComplexToDeterminizeException.java,org.apache.lucene.util.automaton,0,0,1,1.0,0
FilterCache.java,org.apache.lucene.search,0,0,1,1.0,0
MultiFields.java,org.apache.lucene.index,0,2,3,0.5,5
NoMergePolicy.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
SimpleMergedSegmentWarmer.java,org.apache.lucene.index,0,2,3,0.3333333333333333,0
SPIClassIterator.java,org.apache.lucene.util,0,2,3,0.5,0
TermsHashPerField.java,org.apache.lucene.index,0,2,3,0.5,0
BinaryDocValuesFieldUpdates.java,org.apache.lucene.index,0,2,3,0.6666666666666666,0
Lucene50DocValuesFormat.java,org.apache.lucene.codecs.lucene50,0,2,3,0.6666666666666666,1
GrowableWriter.java,org.apache.lucene.util.packed,0,0,1,1.0,0
IntSequenceOutputs.java,org.apache.lucene.util.fst,0,1,2,0.6666666666666666,0
NormsFormat.java,org.apache.lucene.codecs,0,0,1,1.0,0
NumericDocValues.java,org.apache.lucene.index,0,1,2,0.5,0
BaseCompositeReader.java,org.apache.lucene.index,0,0,1,1.0,2
Lucene50TermVectorsFormat.java,org.apache.lucene.codecs.lucene50,0,0,1,1.0,1
WeakIdentityMap.java,org.apache.lucene.util,0,0,1,1.0,1
FieldDoc.java,org.apache.lucene.search,0,0,1,1.0,0
MultiPhraseQuery.java,org.apache.lucene.search,0,2,3,0.6666666666666666,24
Collector.java,org.apache.lucene.search,0,1,2,0.5,1
ReferenceManager.java,org.apache.lucene.search,0,1,2,0.5,0
SerialMergeScheduler.java,org.apache.lucene.index,0,0,1,1.0,0
Packed64SingleBlock.java,org.apache.lucene.util.packed,0,1,2,0.5,0
DirectWriter.java,org.apache.lucene.util.packed,0,1,2,0.6666666666666666,0
MonotonicBlockPackedReader.java,org.apache.lucene.util.packed,0,1,2,0.5714285714285714,0
BufferedUpdates.java,org.apache.lucene.index,0,2,3,0.3333333333333333,0
LockStressTest.java,org.apache.lucene.store,0,4,5,0.3333333333333333,2
TopDocsCollector.java,org.apache.lucene.search,0,1,2,0.6666666666666666,0
IndexFileDeleter.java,org.apache.lucene.index,0,1,2,0.5,4
Lucene50DocValuesConsumer.java,org.apache.lucene.codecs.lucene50,0,1,2,0.75,0
BytesRef.java,org.apache.lucene.util,0,1,2,0.5,0
StringField.java,org.apache.lucene.document,0,0,1,1.0,0
ChecksumIndexInput.java,org.apache.lucene.store,0,1,2,0.5,0
VerifyingLockFactory.java,org.apache.lucene.store,0,2,3,0.5,4
VirtualMethod.java,org.apache.lucene.util,0,1,2,0.5,0
PushPostingsWriterBase.java,org.apache.lucene.codecs,0,1,2,0.6666666666666666,1
TopDocs.java,org.apache.lucene.search,0,0,1,1.0,0
DirectoryReader.java,org.apache.lucene.index,0,1,2,0.8,3
PayloadNearQuery.java,org.apache.lucene.search.payloads,0,1,2,0.5,8
IndexWriterConfig.java,org.apache.lucene.index,0,3,4,0.5,5
MutableValueBool.java,org.apache.lucene.util.mutable,0,0,1,1.0,0
MappingMultiDocsEnum.java,org.apache.lucene.index,0,0,1,1.0,0
CompiledAutomaton.java,org.apache.lucene.util.automaton,0,2,3,0.7142857142857143,0
StoredFieldsWriter.java,org.apache.lucene.codecs,0,2,3,0.5,1
AutomatonQuery.java,org.apache.lucene.search,0,1,2,0.7142857142857143,2
FieldType.java,org.apache.lucene.document,0,1,2,0.8571428571428571,0
DeltaPackedLongValues.java,org.apache.lucene.util.packed,0,0,1,1.0,0
Lucene50PostingsWriter.java,org.apache.lucene.codecs.lucene50,0,1,2,0.8,0
TermVectorsReader.java,org.apache.lucene.codecs,0,1,2,0.6666666666666666,0
ExitableDirectoryReader.java,org.apache.lucene.index,0,1,2,0.5,2
ReadersAndUpdates.java,org.apache.lucene.index,0,2,3,0.4166666666666667,0
DocValuesConsumer.java,org.apache.lucene.codecs,0,4,5,0.4166666666666667,0
Transition.java,org.apache.lucene.util.automaton,0,0,1,1.0,0
CompressingStoredFieldsFormat.java,org.apache.lucene.codecs.compressing,0,1,2,0.8333333333333334,0
CharTermAttributeImpl.java,org.apache.lucene.analysis.tokenattributes,0,2,3,0.3333333333333333,0
TrackingDirectoryWrapper.java,org.apache.lucene.store,0,0,1,1.0,0
DocValuesRangeFilter.java,org.apache.lucene.search,0,2,3,0.3333333333333333,0
MappedMultiFields.java,org.apache.lucene.index,0,1,2,0.5,0
CommandLineUtil.java,org.apache.lucene.util,0,1,2,0.5,0
SingleInstanceLockFactory.java,org.apache.lucene.store,0,2,3,0.3333333333333333,4
PerFieldSimilarityWrapper.java,org.apache.lucene.search.similarities,0,0,1,1.0,0
CloseableThreadLocal.java,org.apache.lucene.util,0,0,1,1.0,0
IOUtils.java,org.apache.lucene.util,0,4,5,0.46153846153846156,4
DaciukMihovAutomatonBuilder.java,org.apache.lucene.util.automaton,0,2,3,0.6,0
MergeTrigger.java,org.apache.lucene.index,0,1,2,0.6666666666666666,0
AbortingException.java,org.apache.lucene.index,0,0,1,1.0,0
CodecUtil.java,org.apache.lucene.codecs,0,1,2,0.9166666666666666,0
PayloadAttributeImpl.java,org.apache.lucene.analysis.tokenattributes,0,0,1,1.0,0
DisjunctionMaxScorer.java,org.apache.lucene.search,0,0,1,1.0,0
SegmentInfoFormat.java,org.apache.lucene.codecs,0,0,1,1.0,1
FilterCollector.java,org.apache.lucene.search,0,1,2,0.5,1
IndexOptions.java,org.apache.lucene.index,0,0,1,1.0,0
UTF32ToUTF8.java,org.apache.lucene.util.automaton,0,1,2,0.8,0
SnapshotDeletionPolicy.java,org.apache.lucene.index,0,1,2,0.5,0
FreqProxTermsWriterPerField.java,org.apache.lucene.index,0,0,1,1.0,0
ReverseBytesReader.java,org.apache.lucene.util.fst,0,0,1,1.0,0
IntersectTermsEnumFrame.java,org.apache.lucene.codecs.blocktree,0,1,2,0.875,0
LiveFieldValues.java,org.apache.lucene.search,0,2,3,0.4,0
DocValuesUpdate.java,org.apache.lucene.index,0,1,2,0.75,0
NearSpansUnordered.java,org.apache.lucene.search.spans,0,2,3,0.3333333333333333,8
FieldValueHitQueue.java,org.apache.lucene.search,0,1,2,0.6666666666666666,0
SegmentReader.java,org.apache.lucene.index,1,4,6,0.59375,2
BitSet.java,org.apache.lucene.util,0,1,2,0.75,0
BulkOperation.java,org.apache.lucene.util.packed,0,0,1,1.0,0
DocValuesWriter.java,org.apache.lucene.index,0,0,1,1.0,0
RandomAccessInput.java,org.apache.lucene.store,0,0,1,1.0,0
SegmentTermsEnum.java,org.apache.lucene.codecs.blocktree,0,3,4,0.7333333333333333,0
AnalyzerWrapper.java,org.apache.lucene.analysis,0,1,2,0.6666666666666666,0
LeafReaderContext.java,org.apache.lucene.index,0,1,2,0.5,0
SortedNumericDocValues.java,org.apache.lucene.index,0,0,1,1.0,0
NumericDocValuesWriter.java,org.apache.lucene.index,0,3,4,0.25,0
Spans.java,org.apache.lucene.search.spans,0,0,1,1.0,7
TopScoreDocCollector.java,org.apache.lucene.search,0,1,2,0.75,1
Builder.java,org.apache.lucene.util.fst,0,2,3,0.5,0
ReaderManager.java,org.apache.lucene.index,0,1,2,0.5,0
FileSwitchDirectory.java,org.apache.lucene.store,0,2,3,0.6666666666666666,2
Packed8ThreeBlocks.java,org.apache.lucene.util.packed,0,0,1,1.0,0
CompositeReaderContext.java,org.apache.lucene.index,0,1,2,0.5,0
